UniqueID,SE_AGP_CPRA         LOWSEC ALLAREA             Q1  ,SE_AGP_CPRA         LOWSEC ALLAREA             Q2  ,SE_AGP_CPRA         LOWSEC ALLAREA             Q3  ,SE_AGP_CPRA         LOWSEC ALLAREA             Q4  ,SE_AGP_CPRA         LOWSEC ALLAREA             Q5  ,SE_AGP_CPRA         LOWSEC ALLAREA             _T  ,SE_AGP_CPRA         LOWSEC RURAL             Q1  ,SE_AGP_CPRA         LOWSEC RURAL             Q2  ,SE_AGP_CPRA         LOWSEC RURAL             Q3  ,SE_AGP_CPRA         LOWSEC RURAL             Q4  ,SE_AGP_CPRA         LOWSEC RURAL             Q5  ,SE_AGP_CPRA         LOWSEC RURAL             _T  ,SE_AGP_CPRA         LOWSEC URBAN             Q1  ,SE_AGP_CPRA         LOWSEC URBAN             Q2  ,SE_AGP_CPRA         LOWSEC URBAN             Q3  ,SE_AGP_CPRA         LOWSEC URBAN             Q4  ,SE_AGP_CPRA         LOWSEC URBAN             Q5  ,SE_AGP_CPRA         LOWSEC URBAN             _T  ,SE_AGP_CPRA         PRIMAR ALLAREA             Q1  ,SE_AGP_CPRA         PRIMAR ALLAREA             Q2  ,SE_AGP_CPRA         PRIMAR ALLAREA             Q3  ,SE_AGP_CPRA         PRIMAR ALLAREA             Q4  ,SE_AGP_CPRA         PRIMAR ALLAREA             Q5  ,SE_AGP_CPRA         PRIMAR ALLAREA             _T  ,SE_AGP_CPRA         PRIMAR RURAL             Q1  ,SE_AGP_CPRA         PRIMAR RURAL             Q2  ,SE_AGP_CPRA         PRIMAR RURAL             Q3  ,SE_AGP_CPRA         PRIMAR RURAL             Q4  ,SE_AGP_CPRA         PRIMAR RURAL             Q5  ,SE_AGP_CPRA         PRIMAR RURAL             _T  ,SE_AGP_CPRA         PRIMAR URBAN             Q1  ,SE_AGP_CPRA         PRIMAR URBAN             Q2  ,SE_AGP_CPRA         PRIMAR URBAN             Q3  ,SE_AGP_CPRA         PRIMAR URBAN             Q4  ,SE_AGP_CPRA         PRIMAR URBAN             Q5  ,SE_AGP_CPRA         PRIMAR URBAN             _T  ,SE_AGP_CPRA         UPPSEC ALLAREA             Q1  ,SE_AGP_CPRA         UPPSEC ALLAREA             Q2  ,SE_AGP_CPRA         UPPSEC ALLAREA             Q3  ,SE_AGP_CPRA         UPPSEC ALLAREA             Q4  ,SE_AGP_CPRA         UPPSEC ALLAREA             Q5  ,SE_AGP_CPRA         UPPSEC ALLAREA             _T  ,SE_AGP_CPRA         UPPSEC RURAL             Q1  ,SE_AGP_CPRA         UPPSEC RURAL             Q2  ,SE_AGP_CPRA         UPPSEC RURAL             Q3  ,SE_AGP_CPRA         UPPSEC RURAL             Q4  ,SE_AGP_CPRA         UPPSEC RURAL             Q5  ,SE_AGP_CPRA         UPPSEC RURAL             _T  ,SE_AGP_CPRA         UPPSEC URBAN             Q1  ,SE_AGP_CPRA         UPPSEC URBAN             Q2  ,SE_AGP_CPRA         UPPSEC URBAN             Q3  ,SE_AGP_CPRA         UPPSEC URBAN             Q4  ,SE_AGP_CPRA         UPPSEC URBAN             Q5  ,SE_AGP_CPRA         UPPSEC URBAN             _T  ,SE_ALP_CPLR BOTHSEX        LOWSEC              Q1  ,SE_ALP_CPLR BOTHSEX        LOWSEC              Q2  ,SE_ALP_CPLR BOTHSEX        LOWSEC              Q3  ,SE_ALP_CPLR BOTHSEX        LOWSEC              Q4  ,SE_ALP_CPLR BOTHSEX        LOWSEC              Q5  ,SE_ALP_CPLR BOTHSEX        LOWSEC              _T  ,SE_ALP_CPLR BOTHSEX        PRIMAR              Q1  ,SE_ALP_CPLR BOTHSEX        PRIMAR              Q2  ,SE_ALP_CPLR BOTHSEX        PRIMAR              Q3  ,SE_ALP_CPLR BOTHSEX        PRIMAR              Q4  ,SE_ALP_CPLR BOTHSEX        PRIMAR              Q5  ,SE_ALP_CPLR BOTHSEX        PRIMAR              _T  ,SE_ALP_CPLR BOTHSEX        UPPSEC              Q1  ,SE_ALP_CPLR BOTHSEX        UPPSEC              Q2  ,SE_ALP_CPLR BOTHSEX        UPPSEC              Q3  ,SE_ALP_CPLR BOTHSEX        UPPSEC              Q4  ,SE_ALP_CPLR BOTHSEX        UPPSEC              Q5  ,SE_ALP_CPLR BOTHSEX        UPPSEC              _T  ,SE_ALP_CPLR FEMALE        LOWSEC              Q1  ,SE_ALP_CPLR FEMALE        LOWSEC              Q2  ,SE_ALP_CPLR FEMALE        LOWSEC              Q3  ,SE_ALP_CPLR FEMALE        LOWSEC              Q4  ,SE_ALP_CPLR FEMALE        LOWSEC              Q5  ,SE_ALP_CPLR FEMALE        LOWSEC              _T  ,SE_ALP_CPLR FEMALE        PRIMAR              Q1  ,SE_ALP_CPLR FEMALE        PRIMAR              Q2  ,SE_ALP_CPLR FEMALE        PRIMAR              Q3  ,SE_ALP_CPLR FEMALE        PRIMAR              Q4  ,SE_ALP_CPLR FEMALE        PRIMAR              Q5  ,SE_ALP_CPLR FEMALE        PRIMAR              _T  ,SE_ALP_CPLR FEMALE        UPPSEC              Q1  ,SE_ALP_CPLR FEMALE        UPPSEC              Q2  ,SE_ALP_CPLR FEMALE        UPPSEC              Q3  ,SE_ALP_CPLR FEMALE        UPPSEC              Q4  ,SE_ALP_CPLR FEMALE        UPPSEC              Q5  ,SE_ALP_CPLR FEMALE        UPPSEC              _T  ,SE_ALP_CPLR MALE        LOWSEC              Q1  ,SE_ALP_CPLR MALE        LOWSEC              Q2  ,SE_ALP_CPLR MALE        LOWSEC              Q3  ,SE_ALP_CPLR MALE        LOWSEC              Q4  ,SE_ALP_CPLR MALE        LOWSEC              Q5  ,SE_ALP_CPLR MALE        LOWSEC              _T  ,SE_ALP_CPLR MALE        PRIMAR              Q1  ,SE_ALP_CPLR MALE        PRIMAR              Q2  ,SE_ALP_CPLR MALE        PRIMAR              Q3  ,SE_ALP_CPLR MALE        PRIMAR              Q4  ,SE_ALP_CPLR MALE        PRIMAR              Q5  ,SE_ALP_CPLR MALE        PRIMAR              _T  ,SE_ALP_CPLR MALE        UPPSEC              Q1  ,SE_ALP_CPLR MALE        UPPSEC              Q2  ,SE_ALP_CPLR MALE        UPPSEC              Q3  ,SE_ALP_CPLR MALE        UPPSEC              Q4  ,SE_ALP_CPLR MALE        UPPSEC              Q5  ,SE_ALP_CPLR MALE        UPPSEC              _T  ,SE_AWP_CPRA BOTHSEX        LOWSEC ALLAREA             _T  ,SE_AWP_CPRA BOTHSEX        LOWSEC RURAL             _T  ,SE_AWP_CPRA BOTHSEX        LOWSEC URBAN             _T  ,SE_AWP_CPRA BOTHSEX        PRIMAR ALLAREA             _T  ,SE_AWP_CPRA BOTHSEX        PRIMAR RURAL             _T  ,SE_AWP_CPRA BOTHSEX        PRIMAR URBAN             _T  ,SE_AWP_CPRA BOTHSEX        UPPSEC ALLAREA             _T  ,SE_AWP_CPRA BOTHSEX        UPPSEC RURAL             _T  ,SE_AWP_CPRA BOTHSEX        UPPSEC URBAN             _T  ,SE_AWP_CPRA FEMALE        LOWSEC ALLAREA             _T  ,SE_AWP_CPRA FEMALE        LOWSEC RURAL             _T  ,SE_AWP_CPRA FEMALE        LOWSEC URBAN             _T  ,SE_AWP_CPRA FEMALE        PRIMAR ALLAREA             _T  ,SE_AWP_CPRA FEMALE        PRIMAR RURAL             _T  ,SE_AWP_CPRA FEMALE        PRIMAR URBAN             _T  ,SE_AWP_CPRA FEMALE        UPPSEC ALLAREA             _T  ,SE_AWP_CPRA FEMALE        UPPSEC RURAL             _T  ,SE_AWP_CPRA FEMALE        UPPSEC URBAN             _T  ,SE_AWP_CPRA MALE        LOWSEC ALLAREA             _T  ,SE_AWP_CPRA MALE        LOWSEC RURAL             _T  ,SE_AWP_CPRA MALE        LOWSEC URBAN             _T  ,SE_AWP_CPRA MALE        PRIMAR ALLAREA             _T  ,SE_AWP_CPRA MALE        PRIMAR RURAL             _T  ,SE_AWP_CPRA MALE        PRIMAR URBAN             _T  ,SE_AWP_CPRA MALE        UPPSEC ALLAREA             _T  ,SE_AWP_CPRA MALE        UPPSEC RURAL             _T  ,SE_AWP_CPRA MALE        UPPSEC URBAN             _T  ,SE_GPI_PART                         ,SE_GPI_PTNPRE                         ,SE_LGP_ACHI        SKILL_MATH LOWSEC                ,SE_LGP_ACHI        SKILL_MATH PRIMAR                ,SE_LGP_ACHI        SKILL_READ LOWSEC                ,SE_NAP_ACHI        SKILL_MATH LOWSEC                ,SE_NAP_ACHI        SKILL_MATH PRIMAR                ,SE_NAP_ACHI        SKILL_READ LOWSEC                ,SE_TOT_GPI        SKILL_MATH LOWSEC                ,SE_TOT_GPI        SKILL_MATH PRIMAR                ,SE_TOT_GPI        SKILL_READ LOWSEC                ,SE_TOT_RUPI        SKILL_MATH LOWSEC                ,SE_TOT_RUPI        SKILL_MATH PRIMAR                ,SE_TOT_RUPI        SKILL_READ LOWSEC                ,SE_TOT_SESPI        SKILL_MATH LOWSEC                ,SE_TOT_SESPI        SKILL_MATH PRIMAR                ,SE_TOT_SESPI        SKILL_READ LOWSEC                
SE_AGP_CPRA         PRIMAR RURAL             Q1  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_AGP_CPRA         PRIMAR RURAL             Q2  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_AGP_CPRA         PRIMAR RURAL             Q3  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_AGP_CPRA         PRIMAR RURAL             Q4  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_AGP_CPRA         PRIMAR RURAL             Q5  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_AGP_CPRA         PRIMAR RURAL             _T  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_AGP_CPRA         PRIMAR URBAN             Q1  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_AGP_CPRA         PRIMAR URBAN             Q2  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_AGP_CPRA         PRIMAR URBAN             Q3  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_AGP_CPRA         PRIMAR URBAN             Q4  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_AGP_CPRA         PRIMAR URBAN             Q5  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_AGP_CPRA         PRIMAR URBAN             _T  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_AGP_CPRA         UPPSEC ALLAREA             Q1  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_AGP_CPRA         UPPSEC ALLAREA             Q2  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_AGP_CPRA         UPPSEC ALLAREA             Q3  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_AGP_CPRA         UPPSEC ALLAREA             Q4  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_AGP_CPRA         UPPSEC ALLAREA             Q5  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_AGP_CPRA         UPPSEC ALLAREA             _T  ,,,,,,-0.9999999999999809,,,,,,,,,,,,,,,,,,1.0000000000000775,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.9999999999999987,,,,,,0.9999999999999986,,,,,,0.9999999999999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999999999999982,,,0.9999999999999986,,,0.9999999999999982,,,,,,,,,,,,,,,,,,,,,,0.9999999999999968,,,,,,,,,,,,,,,
SE_AGP_CPRA         UPPSEC RURAL             Q1  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_AGP_CPRA         UPPSEC RURAL             Q2  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_AGP_CPRA         UPPSEC RURAL             Q3  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_AGP_CPRA         UPPSEC RURAL             Q4  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_AGP_CPRA         UPPSEC RURAL             Q5  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_AGP_CPRA         UPPSEC RURAL             _T  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_AGP_CPRA         UPPSEC URBAN             Q1  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_AGP_CPRA         UPPSEC URBAN             Q2  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_AGP_CPRA         UPPSEC URBAN             Q3  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_AGP_CPRA         UPPSEC URBAN             Q4  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_AGP_CPRA         UPPSEC URBAN             Q5  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_AGP_CPRA         UPPSEC URBAN             _T  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_ALP_CPLR BOTHSEX        LOWSEC              Q1  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_ALP_CPLR BOTHSEX        LOWSEC              Q2  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_ALP_CPLR BOTHSEX        LOWSEC              Q3  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_ALP_CPLR BOTHSEX        LOWSEC              Q4  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_ALP_CPLR BOTHSEX        LOWSEC              Q5  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_ALP_CPLR BOTHSEX        LOWSEC              _T  ,,,,,,-0.9999999999999795,,,,,,,,,,,,,,,,,,1.000000000000076,,,,,,,,,,,,,,,,,,0.9999999999999987,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999999999999996,,,1.0,,,0.9999999999999998,,,,,,,,,,,,,,,,,,,,,,0.9999999999999982,,,,,,,,,,,,,,,
SE_ALP_CPLR BOTHSEX        PRIMAR              Q1  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_ALP_CPLR BOTHSEX        PRIMAR              Q2  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_ALP_CPLR BOTHSEX        PRIMAR              Q3  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_ALP_CPLR BOTHSEX        PRIMAR              Q4  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_ALP_CPLR BOTHSEX        PRIMAR              Q5  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_ALP_CPLR BOTHSEX        PRIMAR              _T  ,,,,,,-0.9999999999999795,,,,,,,,,,,,,,,,,,1.000000000000076,,,,,,,,,,,,,,,,,,0.9999999999999986,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999999999999997,,,0.9999999999999999,,,0.9999999999999996,,,,,,,,,,,,,,,,,,,,,,0.9999999999999981,,,,,,,,,,,,,,,
SE_ALP_CPLR BOTHSEX        UPPSEC              Q1  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_ALP_CPLR BOTHSEX        UPPSEC              Q2  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_ALP_CPLR BOTHSEX        UPPSEC              Q3  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_ALP_CPLR BOTHSEX        UPPSEC              Q4  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_ALP_CPLR BOTHSEX        UPPSEC              Q5  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_ALP_CPLR BOTHSEX        UPPSEC              _T  ,,,,,,-0.9999999999999795,,,,,,,,,,,,,,,,,,1.000000000000076,,,,,,,,,,,,,,,,,,0.9999999999999986,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999999999999994,,,1.0,,,0.9999999999999997,,,,,,,,,,,,,,,,,,,,,,0.9999999999999982,,,,,,,,,,,,,,,
SE_ALP_CPLR FEMALE        LOWSEC              Q1  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE_ALP_CPLR FEMALE        LOWSEC              Q2  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
